,location,total_sqft,bath,price,bhk
7051,2nd Phase Judicial Layout,1350.0,2.0,47.25,3
7052,Tumkur Road,992.0,2.0,60.0,2
7054,Sarjapur  Road,1229.0,2.0,70.0,2
7055,other,600.0,2.0,39.0,2
7058,Kasavanhalli,1147.0,2.0,60.0,2
7059,Akshaya Nagar,1412.0,2.0,88.0,3
7062,Nagarbhavi,1190.0,2.0,63.0,2
7063,Nagadevanahalli,1240.0,2.0,65.0,3
7064,Jigani,1352.0,3.0,65.0,3
7065,other,1100.0,2.0,55.0,2
7067,other,1700.0,3.0,111.0,3
7068,Electronic City,1355.0,2.0,67.0,2
7069,Ramamurthy Nagar,1200.0,2.0,46.0,2
7071,Sarjapur  Road,1342.0,2.0,70.0,2
7072,Begur Road,1615.0,3.0,50.87,3
7073,other,1340.0,2.0,65.0,2
7074,other,1200.0,2.0,54.0,2
7076,Devanahalli,1080.0,2.0,52.0,2
7079,Hennur Road,2700.0,3.0,150.0,3
7080,other,1780.0,3.0,110.0,3
7084,Kammanahalli,1200.0,2.0,80.0,2
7085,Margondanahalli,900.0,2.0,49.0,2
7086,Sarjapur,1830.0,3.0,88.0,3
7089,other,1800.0,4.0,68.0,5
7091,Chandapura,1230.0,2.0,31.37,3
7092,Uttarahalli,1065.0,2.0,42.59,2
7095,other,900.0,2.0,65.0,3
7096,other,946.0,2.0,45.0,2
7097,Laggere,1500.0,1.0,60.0,1
7098,Sarjapur  Road,1711.0,3.0,110.0,3
7100,Chandapura,950.0,2.0,25.65,2
7101,Kudlu Gate,1656.0,3.0,80.0,3
7102,Uttarahalli,1075.0,2.0,46.76,2
7103,Harlur,1752.12,3.0,133.0,3
7104,Hebbal,6000.0,8.0,220.0,8
7105,other,1540.0,3.0,85.0,3
7107,LB Shastri Nagar,665.0,1.0,32.0,1
7108,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7109,Electronics City Phase 1,1145.0,2.0,54.0,2
7115,Uttarahalli,1155.0,2.0,40.6,2
7116,other,1610.0,2.0,64.4,3
7117,Whitefield,1200.0,3.0,56.58,3
7121,Brookefield,2700.0,8.0,290.0,8
7124,KR Puram,1200.0,2.0,42.0,2
7125,other,1439.0,3.0,57.23,3
7126,Kasavanhalli,1375.0,2.0,72.0,2
7128,Vijayanagar,1200.0,2.0,75.0,3
7129,Yelahanka,1315.0,2.0,75.0,2
7131,Yelahanka,3600.0,6.0,200.0,6
7134,Mahadevpura,1400.0,2.0,65.8,3
7136,Horamavu Banaswadi,1200.0,2.0,45.0,2
7137,Magadi Road,5000.0,6.0,360.0,5
7138,1st Block Jayanagar,1200.0,2.0,130.0,3
7141,other,1435.0,2.0,60.0,3
7145,other,1717.0,3.0,120.0,3
7146,Mallasandra,1325.0,2.0,65.0,2
7147,Hoodi,1370.0,3.0,67.0,3
7149,other,1409.0,2.0,62.0,3
7150,Bellandur,1200.0,2.0,52.0,2
7151,Thanisandra,1200.0,2.0,53.5,2
7154,Chandapura,1200.0,2.0,36.0,2
7156,other,1250.0,2.0,50.0,2
7158,Bommanahalli,2100.0,4.0,85.0,4
7159,5th Phase JP Nagar,552.0,1.0,23.5,1
7160,Uttarahalli,1065.0,2.0,42.59,3
7162,other,1225.0,2.0,65.0,2
7164,Padmanabhanagar,1067.0,2.0,52.0,2
7165,Sarjapur,1364.0,2.0,56.0,3
7166,other,1750.0,3.0,75.0,3
7167,Bannerghatta Road,1240.0,2.0,71.0,2
7169,Kaggadasapura,1540.0,3.0,75.0,3
7170,other,1504.0,2.0,102.0,3
7171,other,1116.0,2.0,49.8,2
7173,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7174,Vijayanagar,864.0,2.0,45.0,2
7176,Hoskote,1069.0,2.0,38.0,3
7178,other,1800.0,4.0,145.0,4
7179,Devanahalli,6136.0,4.0,550.0,4
7180,Thanisandra,1698.0,3.0,107.0,3
7182,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
7183,Hennur,1160.0,2.0,49.0,2
7187,Hennur Road,1310.0,2.0,66.0,2
7189,other,3000.0,4.0,240.0,4
7192,Jigani,1230.0,3.0,60.0,3
7194,Bommasandra Industrial Area,1310.0,2.0,37.83,3
7195,other,1150.0,2.0,60.0,2
7196,Munnekollal,1385.0,2.0,66.5,3
7197,Tumkur Road,1066.0,2.0,52.5,2
7200,other,1625.0,3.0,92.0,3
7201,Vittasandra,1246.0,2.0,67.4,2
7204,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6
7207,Ulsoor,3500.0,4.0,138.0,4
7208,Varthur,1395.0,2.0,79.0,3
7209,other,1180.0,2.0,50.0,2
7210,Banaswadi,1903.0,6.0,140.0,5
7211,Electronic City,1175.0,2.0,47.0,2
7212,other,1272.0,2.0,51.5,2
7213,other,1490.0,2.0,92.0,3
7214,Yeshwanthpur,1144.0,2.0,67.0,2
7215,other,2400.0,5.0,140.0,4
7216,Hormavu,1143.0,2.0,53.0,2
7217,Karuna Nagar,2500.0,3.0,190.0,3
7218,Whitefield,1216.0,2.0,75.0,2
7219,other,1044.0,2.0,60.0,2
7222,Bellandur,1785.0,3.0,120.0,3
7223,Pai Layout,810.0,2.0,34.5,2
7224,Banashankari Stage V,1650.0,3.0,51.98,3
7225,other,1595.0,3.0,70.39,3
7230,other,1640.0,3.0,84.0,3
7231,Yelahanka New Town,450.0,1.0,16.0,1
7232,Bannerghatta Road,1305.0,2.0,60.0,3
7234,Kaggadasapura,1240.0,2.0,45.0,2
7235,other,1200.0,2.0,54.0,2
7236,Dodda Nekkundi,1100.0,2.0,41.16,2
7238,Sarjapur  Road,1115.0,2.0,50.0,2
7239,Bisuvanahalli,845.0,2.0,33.0,2
7241,Channasandra,1310.0,2.0,45.0,3
7243,other,959.0,2.0,42.5,2
7245,Kambipura,883.0,2.0,37.0,2
7246,Rachenahalli,1050.0,2.0,55.5,2
7247,Yelahanka,1390.0,2.0,70.21,2
7249,Kenchenahalli,1280.0,2.0,69.0,3
7251,Yelahanka,1614.0,3.0,95.0,3
7252,Kasturi Nagar,1000.0,2.0,58.0,2
7253,Marathahalli,1196.0,2.0,57.9,2
7254,Sarjapur  Road,1220.0,3.0,57.0,3
7257,other,1141.0,2.0,55.0,2
7260,Doddathoguru,855.0,2.0,32.0,2
7261,Chandapura,645.0,1.0,16.45,1
7263,Nagappa Reddy Layout,1200.0,2.0,43.2,2
7264,Nagadevanahalli,1240.0,2.0,65.0,3
7266,other,1293.0,2.0,75.0,2
7268,Yelahanka New Town,1599.0,3.0,80.0,3
7269,Nehru Nagar,967.0,2.0,41.1,2
7270,other,1885.0,3.0,90.0,3
7271,1st Block Koramangala,860.0,2.0,65.5,2
7273,Sarjapur  Road,1050.0,2.0,63.5,2
7274,Marathahalli,1595.0,3.0,88.0,3
7277,Sarjapur  Road,2990.0,4.0,240.0,4
7278,Sarjapur  Road,1035.0,2.0,49.0,2
7279,ITPL,1000.0,2.0,29.95,2
7280,Sarjapur  Road,1457.0,3.0,85.0,3
7281,Haralur Road,1194.0,2.0,47.0,2
7282,Bannerghatta,1100.0,2.0,66.0,2
7285,Ramagondanahalli,1215.0,2.0,46.1,2
7286,Kanakpura Road,1155.0,2.0,50.125,2
7291,Marathahalli,2122.0,3.0,125.0,3
7293,Kengeri,1230.0,2.0,45.0,2
7294,5th Phase JP Nagar,1240.0,3.0,60.0,3
7296,other,1374.0,2.0,88.0,3
7299,Hebbal,1355.0,3.0,83.87,3
7300,Banashankari,1040.0,2.0,45.0,2
7301,Sarjapur  Road,1350.0,2.0,68.0,2
7302,Whitefield,4003.0,6.0,300.0,4
7303,Hennur,2400.0,3.0,135.0,3
7304,Haralur Road,1560.0,3.0,90.0,3
7305,Anandapura,1151.0,2.0,43.16,2
7306,Uttarahalli,1360.0,2.0,47.59,3
7307,other,1250.0,2.0,60.0,2
7308,Chandapura,1110.0,2.0,29.97,3
7309,Hennur Road,1015.0,2.0,50.0,2
7310,Kadugodi,1351.0,2.0,78.0,3
7311,Yelahanka New Town,960.0,2.0,50.0,2
7312,other,1110.0,2.0,52.0,2
7313,R.T. Nagar,1680.0,3.0,72.0,3
7314,Arekere,2400.0,3.0,180.0,3
7317,Horamavu Banaswadi,1254.0,2.0,47.0,2
7319,CV Raman Nagar,1051.0,2.0,61.0,2
7322,Hebbal,2650.0,4.0,199.0,3
7323,other,2000.0,2.0,160.0,4
7325,Sarjapur  Road,1200.0,3.0,70.0,3
7326,Whitefield,1125.0,2.0,45.0,2
7327,Vittasandra,1650.0,3.0,85.0,3
7329,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
7332,Mysore Road,1500.0,3.0,74.0,3
7336,Whitefield,1180.0,2.0,70.0,2
7337,Kadugodi,1010.0,2.0,50.0,2
7338,Channasandra,1070.0,2.0,38.0,2
7342,Iblur Village,1920.0,3.0,130.0,3
7343,Sanjay nagar,1200.0,2.0,76.0,3
7344,Kalena Agrahara,1040.0,2.0,45.0,2
7345,Hulimavu,1430.0,2.0,90.0,3
7346,Uttarahalli,1215.0,2.0,52.85,3
7348,Thanisandra,1564.0,3.0,105.0,3
7351,Kasavanhalli,1200.0,2.0,60.0,2
7352,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
7353,Begur Road,1200.0,2.0,44.4,2
7354,other,2000.0,4.0,135.0,4
7357,Yelahanka,1650.0,3.0,105.0,3
7359,Yelahanka,1200.0,2.0,55.0,2
7361,Kengeri Satellite Town,985.0,2.0,42.0,2
7362,Ramagondanahalli,1475.0,2.0,63.0,3
7364,Sarjapur  Road,1157.0,2.0,53.99,3
7365,other,900.0,2.0,35.0,2
7368,other,1000.0,2.0,46.0,2
7369,Sarjapur  Road,3800.0,3.0,325.0,4
7370,Kasavanhalli,4260.0,4.0,333.0,4
7371,Brookefield,1950.0,6.0,175.0,5
7375,other,1200.0,2.0,52.0,2
7377,Konanakunte,2400.0,2.0,180.0,3
7378,Kathriguppe,1250.0,2.0,68.75,3
7379,Old Madras Road,3630.0,6.0,196.0,4
7380,Yelahanka,990.0,2.0,37.62,2
7381,Panathur,1199.0,2.0,85.0,2
7384,other,1190.0,2.0,55.0,2
7385,Yelachenahalli,1100.0,2.0,60.0,2
7388,Somasundara Palya,2400.0,3.0,140.0,4
7389,Whitefield,1280.0,2.0,69.0,2
7390,Horamavu Agara,1250.0,3.0,65.0,3
7391,Begur Road,1565.0,2.0,49.3,3
7393,Munnekollal,1080.0,2.0,45.0,2
7394,Battarahalli,600.0,1.0,47.0,1
7396,HRBR Layout,1335.0,2.0,87.0,3
7397,Vittasandra,1246.0,2.0,67.3,2
7398,JP Nagar,3496.5,2.0,237.5,3
7400,other,1578.0,3.0,73.9,3
7401,HSR Layout,1140.0,2.0,46.0,2
7402,Sarjapur  Road,1700.0,3.0,79.9,3
7405,Electronic City,435.0,1.0,22.0,1
7406,Magadi Road,1116.0,2.0,51.89,2
7407,Old Madras Road,1480.0,3.0,95.0,3
7408,Hormavu,1000.0,2.0,50.0,2
7409,HSR Layout,1145.0,2.0,46.0,2
7410,Bommasandra,800.0,1.0,32.0,2
7412,Devanahalli,1700.0,3.0,88.2,3
7413,other,1475.0,2.0,70.0,2
7415,Anandapura,1200.0,2.0,58.0,2
7416,1st Phase JP Nagar,2180.0,3.0,210.0,3
7418,Whitefield,2023.0,4.0,130.0,3
7419,other,2400.0,2.0,125.0,2
7420,Kadubeesanahalli,1545.0,2.0,66.0,3
7424,Hoodi,1108.0,2.0,74.23,2
7425,Marathahalli,1730.0,3.0,115.0,3
7426,other,1427.0,2.0,70.0,3
7427,Yelahanka,935.0,2.0,35.53,2
7428,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7429,Ananth Nagar,960.0,2.0,37.0,2
7431,Electronic City Phase II,1125.0,2.0,32.49,2
7434,7th Phase JP Nagar,1080.0,2.0,75.0,2
7435,Hebbal Kempapura,1200.0,3.0,125.0,3
7437,Uttarahalli,1590.0,3.0,58.0,3
7438,other,1350.0,3.0,68.0,3
7439,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3
7440,Kaggadasapura,1560.0,2.0,72.0,3
7441,Mallasandra,1810.0,3.0,57.0,4
7442,other,2274.24,4.0,160.0,3
7443,Sonnenahalli,1484.0,3.0,74.18,3
7448,Frazer Town,2079.0,3.0,220.0,3
7449,Bharathi Nagar,1351.0,2.0,74.0,2
7451,KR Puram,1430.0,2.0,61.0,3
7453,Electronic City Phase II,1310.0,2.0,37.83,3
7456,Sarjapur  Road,984.0,2.0,55.0,2
7457,Jalahalli,1770.0,3.0,100.0,3
7460,Bhoganhalli,1447.0,2.0,75.97,2
7461,Margondanahalli,1140.0,2.0,60.0,2
7463,Poorna Pragna Layout,1160.0,2.0,46.39,2
7465,other,1570.0,3.0,80.0,3
7466,Nagappa Reddy Layout,1495.0,2.0,65.0,3
7470,Bellandur,1088.0,2.0,48.0,2
7471,Hosa Road,1533.0,3.0,98.18,3
7473,Thubarahalli,1540.0,3.0,90.0,3
7477,Begur Road,1260.0,2.0,39.69,2
7478,Uttarahalli,1180.0,2.0,41.3,2
7479,Thigalarapalya,1245.0,2.0,100.0,2
7480,other,1350.0,3.0,75.0,3
7483,Vijayanagar,920.0,2.0,60.0,2
7484,other,2300.0,7.0,160.0,6
7486,Yelahanka New Town,2095.0,3.0,109.0,4
7488,Vijayanagar,1019.0,2.0,58.0,2
7489,Harlur,1756.0,3.0,128.0,3
7490,Bommasandra,1280.0,3.0,50.0,3
7491,Kenchenahalli,1200.0,3.0,125.0,4
7492,Indira Nagar,1700.0,3.0,150.0,3
7493,Whitefield,2134.0,4.0,118.0,3
7497,other,2515.0,4.0,155.0,3
7498,Thigalarapalya,2215.0,4.0,154.0,3
7499,Basapura,1440.0,3.0,72.0,3
7501,Uttarahalli,1350.0,2.0,47.24,3
7502,Hebbal,1800.0,3.0,140.0,3
7503,Kudlu,1600.0,3.0,79.0,3
7504,GM Palaya,1000.0,2.0,35.0,2
7506,Banashankari Stage III,1305.0,2.0,59.0,3
7507,Binny Pete,1740.0,3.0,150.0,3
7509,Benson Town,1567.0,3.0,140.0,2
7510,Kambipura,1082.0,2.0,45.5,3
7512,other,1200.0,2.0,56.0,2
7513,Begur,3500.0,4.0,185.0,3
7514,Dasarahalli,1220.0,2.0,52.0,2
7515,Binny Pete,1970.0,3.0,164.0,3
7517,Kanakapura,2130.0,4.0,120.0,4
7518,Harlur,1749.0,3.0,120.0,3
7522,other,1670.0,3.0,75.0,3
7525,Begur,1100.0,2.0,55.0,2
7526,Chandapura,674.0,1.0,19.9,2
7530,Nagavara,1125.0,2.0,44.5,2
7531,other,700.0,2.0,29.0,2
7532,BTM Layout,1300.0,2.0,75.0,3
7533,JP Nagar,1600.0,3.0,83.0,3
7534,Magadi Road,1052.0,2.0,60.0,3
7536,Devarachikkanahalli,1130.0,2.0,36.0,2
7538,BTM 2nd Stage,2200.0,3.0,220.0,3
7539,Electronic City,1500.0,2.0,63.0,3
7541,Gottigere,1230.0,2.0,52.0,3
7542,Haralur Road,1520.0,2.0,85.0,3
7543,Kanakpura Road,525.0,1.0,26.25,1
7544,Hosa Road,1040.0,2.0,61.0,2
7545,other,1300.0,2.0,67.0,3
7546,Old Airport Road,2690.0,4.0,201.0,4
7547,Domlur,780.0,1.0,70.0,1
7549,Chandapura,1225.0,3.0,33.08,3
7552,Kadugodi,1890.0,4.0,125.0,3
7555,Whitefield,1458.0,2.0,62.0,3
7558,Whitefield,1808.0,4.0,80.0,3
7559,Balagere,1007.0,2.0,67.0,2
7560,Doddathoguru,1105.0,2.0,50.0,2
7561,Lakshminarayana Pura,1700.0,3.0,150.0,3
7562,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
7564,Kaggalipura,1150.0,2.0,62.0,3
7565,Ramamurthy Nagar,1200.0,2.0,57.9,2
7566,other,1200.0,2.0,54.0,2
7567,Kudlu Gate,1656.0,3.0,75.0,3
7569,KR Puram,1040.0,2.0,50.0,2
7571,other,1215.0,2.0,49.75,3
7572,NRI Layout,2150.0,4.0,115.0,4
7574,Panathur,1210.0,2.0,77.0,2
7575,other,1050.0,2.0,55.0,2
7577,Iblur Village,1920.0,3.0,150.0,3
7578,Uttarahalli,1250.0,2.0,50.0,3
7582,Old Madras Road,1425.0,2.0,74.31,3
7583,Budigere,1162.0,2.0,58.0,2
7584,Whitefield,905.0,1.0,60.0,1
7586,other,1258.0,2.0,58.0,2
7588,Hormavu,3500.0,4.0,289.0,4
7591,Whitefield,1537.0,2.0,70.0,3
7592,Chikkalasandra,1230.0,2.0,53.51,3
7594,Malleshwaram,2250.0,3.0,200.0,3
7596,other,3000.0,4.0,130.0,8
7598,Indira Nagar,3200.0,3.0,250.0,4
7599,Anjanapura,950.0,2.0,32.0,2
7605,Budigere,1636.0,3.0,85.0,3
7608,Green Glen Layout,1728.0,3.0,125.0,3
7609,7th Phase JP Nagar,1680.0,3.0,125.0,3
7612,Yelahanka,3990.0,4.0,260.0,4
7613,Kasavanhalli,1495.0,2.0,83.0,2
7615,Yeshwanthpur,2501.0,3.0,138.0,3
7618,Hennur Road,2002.0,3.0,120.0,3
7620,Banjara Layout,1200.0,2.0,70.0,2
7622,Bommasandra,1942.0,3.0,90.0,3
7623,Electronics City Phase 1,1522.5,2.0,60.75,3
7626,other,1450.0,3.0,90.0,3
7627,Electronic City,1039.0,2.0,50.0,2
7628,Old Madras Road,1210.0,2.0,80.0,2
7630,Yelahanka,1620.0,3.0,90.0,3
7632,Hebbal Kempapura,3408.0,3.0,260.0,3
7634,Bisuvanahalli,945.0,2.0,33.0,2
7635,Nehru Nagar,1374.0,3.0,72.0,3
7637,Kengeri,1230.0,2.0,52.0,3
7638,Basavangudi,670.0,1.0,50.0,1
7639,Sarjapur  Road,1864.0,3.0,105.0,4
7642,Whitefield,1186.0,2.0,55.0,2
7644,Electronic City,770.0,1.0,39.9,2
7645,Varthur,1085.0,2.0,45.0,2
7647,Dodsworth Layout,1893.0,3.0,115.0,3
7650,Chandapura,1305.0,3.0,33.28,3
7651,Electronics City Phase 1,1550.0,2.0,82.0,3
7652,Marathahalli,1200.0,2.0,58.17,3
7658,Haralur Road,1243.0,2.0,45.0,2
7659,Brookefield,1200.0,2.0,75.0,2
7660,Sarjapur,1044.0,2.0,32.0,2
7662,8th Phase JP Nagar,1125.0,2.0,36.94,2
7664,Subramanyapura,1278.0,2.0,59.0,3
7665,other,2400.0,6.0,98.0,6
7667,Vijayanagar,2400.0,6.0,125.0,5
7669,Lakshminarayana Pura,1210.0,2.0,75.0,2
7671,Sarjapur  Road,1157.0,2.0,57.84,3
7672,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
7673,Kalena Agrahara,1450.0,3.0,100.0,3
7674,Old Madras Road,1859.0,3.0,121.0,3
7676,Attibele,900.0,1.0,25.0,2
7677,Ramamurthy Nagar,1305.0,3.0,60.0,3
7682,Whitefield,1806.0,3.0,85.0,3
7683,Kudlu,1027.0,2.0,42.0,2
7684,Uttarahalli,1002.0,2.0,40.08,2
7685,Electronic City Phase II,1220.0,2.0,36.21,3
7687,Uttarahalli,1002.0,2.0,40.08,2
7688,Narayanapura,1308.0,2.0,89.04,2
7689,Hennur Road,1232.0,2.0,69.6,2
7690,Haralur Road,1027.0,2.0,44.0,2
7691,Kalyan nagar,1250.0,2.0,65.0,2
7694,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
7695,Akshaya Nagar,1434.0,3.0,84.0,3
7696,Doddathoguru,925.0,2.0,30.0,2
7697,Jakkur,1858.0,3.0,123.0,3
7698,other,1205.0,2.0,70.0,2
7699,other,1500.0,3.0,90.0,3
7701,Mysore Road,1020.0,2.0,48.95,2
7702,Thanisandra,965.0,2.0,56.0,2
7705,Battarahalli,1636.0,2.0,82.89,2
7706,Kundalahalli,1724.0,3.0,125.0,3
7707,Whitefield,1216.0,2.0,67.0,2
7708,Yelahanka,654.0,1.0,36.25,1
7709,Chikkabanavar,2460.0,7.0,80.0,4
7713,Hennur Road,1195.0,2.0,73.0,2
7714,Nagavara,2400.0,3.0,251.0,3
7715,other,1250.0,2.0,67.0,2
7716,Whitefield,1452.0,3.0,90.0,3
7717,Thanisandra,1546.0,3.0,95.0,3
7720,Naganathapura,2260.0,3.0,80.0,2
7723,JP Nagar,3000.0,3.0,150.0,4
7724,other,375.0,1.0,26.0,1
7725,Balagere,1007.0,2.0,66.0,2
7728,Hennur Road,1020.0,2.0,47.0,2
7732,Marathahalli,1125.0,2.0,55.0,2
7734,other,909.0,2.0,43.0,3
7735,Whitefield,2850.0,5.0,240.0,4
7736,Dodsworth Layout,1400.0,2.0,85.0,2
7737,Kadugodi,1152.0,2.0,61.0,2
7739,Whitefield,1150.0,2.0,55.0,2
7740,Old Madras Road,2990.0,5.0,173.0,3
7742,Hosur Road,1590.0,2.0,126.0,3
7743,Green Glen Layout,1645.0,3.0,110.0,3
7744,other,1800.0,2.0,100.0,3
7746,8th Phase JP Nagar,1100.0,2.0,35.0,2
7747,Thanisandra,777.0,1.0,38.535,1
7750,Konanakunte,3746.0,6.0,375.0,4
7752,Bommanahalli,1020.0,2.0,55.0,2
7754,Electronic City Phase II,1140.0,2.0,32.92,2
7755,Anekal,967.0,2.0,45.0,3
7756,Hebbal,2470.0,4.0,203.0,4
7757,other,850.0,1.0,35.5,2
7759,Thanisandra,1697.0,3.0,110.0,3
7760,Varthur,1250.0,2.0,47.0,2
7761,Gottigere,1120.0,2.0,50.0,2
7763,Hennur Road,5100.0,6.0,375.0,5
7768,Thanisandra,1492.0,3.0,88.0,3
7769,Devanahalli,1498.0,3.0,79.15,3
7772,Hennur,1255.0,2.0,53.5,2
7773,Channasandra,1050.0,2.0,35.0,2
7774,Hegde Nagar,1847.0,3.0,125.0,3
7775,other,1200.0,2.0,55.0,2
7777,Hegde Nagar,2144.6,4.0,145.0,3
7778,Kengeri,750.0,2.0,36.5,2
7779,Electronic City,919.0,2.0,35.0,2
7780,Budigere,1087.0,2.0,54.3,2
7781,other,1480.0,3.0,74.0,3
7782,Tindlu,1180.0,2.0,52.0,2
7784,Jigani,1221.0,3.0,65.0,3
7785,Haralur Road,1194.0,2.0,46.0,2
7786,Thanisandra,2072.0,3.0,122.0,3
7787,Whitefield,1600.0,3.0,69.0,3
7790,Kaikondrahalli,1253.0,2.0,81.5,2
7791,Hennur Road,1061.0,2.0,54.92,2
7792,Marathahalli,1950.0,3.0,115.0,3
7793,Marathahalli,1250.0,2.0,68.0,2
7794,Hennur Road,1585.0,2.0,80.0,3
7795,Kanakpura Road,1452.0,3.0,60.98,3
7796,Kammasandra,1015.0,2.0,37.0,2
7797,Begur Road,2464.5,6.0,118.0,4
7798,Marathahalli,1125.0,2.0,56.8,2
7799,Electronic City Phase II,1116.0,2.0,40.0,2
7801,Kasavanhalli,4000.0,4.0,325.0,4
7804,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
7805,other,1310.0,2.0,55.0,3
7806,Thigalarapalya,2072.0,4.0,152.0,3
7807,Kaggadasapura,1240.0,2.0,58.58,2
7808,Chamrajpet,1565.0,3.0,98.91,3
7809,Budigere,1820.0,3.0,89.0,3
7811,KR Puram,3657.0,5.0,310.0,5
7812,Hosa Road,1245.0,2.0,62.0,2
7813,GM Palaya,1315.0,3.0,65.0,3
7814,Kenchenahalli,1410.0,2.0,73.0,3
7815,Dasarahalli,1375.0,2.0,60.0,2
7817,other,993.0,2.0,45.5,2
7820,other,2400.0,5.0,180.0,4
7821,Hebbal,1255.0,2.0,95.0,3
7823,Whitefield,2830.0,5.0,190.0,4
7824,Sector 1 HSR Layout,6000.0,1.0,276.0,1
7826,other,825.0,2.0,40.0,1
7830,Gottigere,1500.0,3.0,63.0,3
7831,Akshaya Nagar,1890.0,4.0,100.0,3
7832,Hegde Nagar,3750.0,6.0,375.0,4
7833,Hulimavu,850.0,1.0,39.5,2
7834,Whitefield,1295.0,2.0,78.5,2
7838,2nd Stage Nagarbhavi,3000.0,3.0,170.0,4
7839,Harlur,1197.0,2.0,82.0,2
7840,other,1320.0,2.0,60.0,3
7842,Whitefield,840.0,1.0,57.6,1
7844,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
7845,Kodihalli,1000.0,2.0,62.0,2
7846,Babusapalaya,1305.0,2.0,70.0,2
7847,Kodichikkanahalli,450.0,1.0,18.0,1
7848,CV Raman Nagar,705.0,1.0,57.0,1
7850,Tumkur Road,4800.0,5.0,150.0,5
7853,Whitefield,1991.0,3.0,104.0,3
7854,Battarahalli,1779.0,3.0,90.0,3
7858,Kanakpura Road,525.0,1.0,26.0,1
7861,Iblur Village,2000.0,4.0,138.0,3
7862,Yelahanka,1614.0,3.0,93.0,3
7863,Gottigere,1200.0,2.0,40.0,2
7864,Electronic City Phase II,1150.0,3.0,46.0,3
7866,Sonnenahalli,1610.0,3.0,80.48,3
7868,other,1050.0,2.0,50.0,2
7869,other,4800.0,5.0,420.0,4
7870,7th Phase JP Nagar,1460.0,2.0,97.0,3
7872,Naganathapura,600.0,1.0,33.0,1
7873,other,1569.0,3.0,70.0,3
7874,other,2600.0,3.0,147.0,3
7879,Marathahalli,1350.0,2.0,90.0,2
7885,Bannerghatta Road,1215.0,2.0,68.0,2
7887,Prithvi Layout,2273.0,4.0,192.0,3
7888,Varthur Road,1255.0,2.0,52.76,2
7889,other,1020.0,2.0,49.0,2
7890,other,1225.0,2.0,82.0,3
7891,Singasandra,1120.0,2.0,60.0,2
7893,Kasavanhalli,1225.0,2.0,69.0,3
7896,Sarjapur  Road,1984.0,4.0,145.0,3
7898,ITPL,1200.0,3.0,56.12,3
7899,Bommasandra,1127.0,2.0,45.0,2
7900,Whitefield,1655.0,3.0,97.0,3
7901,Ananth Nagar,500.0,1.0,14.0,1
7902,Varthur,1200.0,3.0,68.38,3
7903,Kaggadasapura,1000.0,2.0,43.0,2
7904,CV Raman Nagar,1225.0,2.0,47.88,2
7908,other,655.0,1.0,27.0,1
7909,Hosa Road,1311.0,2.0,84.86,3
7911,CV Raman Nagar,1000.0,2.0,38.5,2
7913,Kanakpura Road,1050.0,2.0,59.0,3
7914,Somasundara Palya,1275.0,2.0,52.0,3
7915,other,927.0,2.0,50.0,2
7916,Varthur,1520.0,2.0,61.0,3
7920,Abbigere,1326.0,2.0,34.8,3
7921,Sarjapur  Road,1773.5,2.0,85.125,3
7922,Koramangala,1370.0,2.0,125.0,2
7923,Koramangala,1100.0,2.0,85.0,2
7924,Haralur Road,1650.0,3.0,100.0,3
7925,Kasavanhalli,1917.0,3.0,132.0,3
7927,Billekahalli,950.0,2.0,58.11,2
7928,other,1175.0,2.0,48.72,2
7929,8th Phase JP Nagar,1089.0,2.0,43.55,2
7931,Hoodi,1257.0,2.0,68.5,2
7932,Sarjapur,650.0,1.0,19.87,1
7934,other,2800.0,4.0,200.0,4
7935,Vidyaranyapura,945.0,2.0,40.0,2
7937,Banashankari Stage V,1630.0,3.0,51.35,3
7939,other,750.0,2.0,28.0,2
7940,Whitefield,1200.0,3.0,67.77,3
7941,other,1000.0,2.0,45.0,2
7942,Old Madras Road,4000.0,4.0,225.0,4
7944,Sahakara Nagar,1370.0,2.0,90.0,3
7949,Padmanabhanagar,1250.0,2.0,70.0,3
7950,Hebbal,1645.0,3.0,117.0,3
7952,Hebbal,2600.0,3.0,199.0,3
7953,Kodigehalli,1820.0,3.0,150.0,3
7954,Haralur Road,1580.0,3.0,73.0,3
7955,Akshaya Nagar,2650.0,3.0,125.0,3
7956,Bannerghatta Road,1215.0,2.0,68.0,2
7957,Uttarahalli,1075.0,2.0,40.0,2
7958,R.T. Nagar,1400.0,2.0,78.0,3
7960,Bisuvanahalli,845.0,2.0,30.0,2
7964,Panathur,1199.0,2.0,85.0,2
7965,Gunjur,1175.0,2.0,43.48,2
